ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
A.2.Aims1,A (core),A.2,Aims,core,,"Aim 6: Experiments could include calculating the Faraday constant via electrolysis of aqueous copper sulfate, solving for the concentration of a nickel or copper solution using Beer’s law and spectrophotometry. Analysis of alloy composition labs could also be conducted such as colorimetric determination of manganese in a paper clip or gravimetric analysis of silver or copper in a coin.","Beer–Lambert Law,Colorimeter","Objetivo 6: Los experimentos podrían incluir el cálculo de la constante de Faraday por electrólisis de solución acuosa de sulfato de cobre, calcular la concentración de una solución de níquel o cobre usando la ley de Beer y la espectrofotometría. También se podría analizar la composición de una aleación, como la determinación colorimétrica de manganeso en un clip o el análisis gravimétrico de plata o cobre en una moneda."
A.2.Aims2,A (core),A.2,Aims,core,,Aim 7: Animations involving ICP could be used.,,Objetivo 7: Se podrían usar animaciones sobre ICP.
A.2.Aims3,A (core),A.2,Aims,core,,Aim 7: Simulations and virtual experiments could be used to investigate semiconductors.,,Objetivo 7: Se podrían usar simulaciones y experimentos virtuales para investigar semiconductores.
A.3.NoS,A (core),A.3,Nature of Science,core,,Use of models—catalysts were used to increase reaction rates before the development of an understanding of how they work. This led to models that are constantly being tested and improved. (1.10),,Uso de modelos: los catalizadores se usaron para aumentar la velocidad de reacción antes de que se comprendiera su funcionamiento. Esto conduce a que los modelos están siempre sometidos a control y se pueden perfeccionar. (1.10)
A.3.U1,A (core),A.3,Understandings,core,,Reactants adsorb onto heterogeneous catalysts at active sites and the products desorb.,,Los reactivos se adsorben sobre los sitios activos de los catalizadores heterogéneos y los productos se desorben.
A.3.U2,A (core),A.3,Understandings,core,,Homogeneous catalysts chemically combine with the reactants to form a temporary activated complex or a reaction intermediate.,,Los catalizadores homogéneos se combinan químicamente con los reactivos para formar un complejo activado transitorio o un intermediario de reacción.
A.3.U3,A (core),A.3,Understandings,core,,Transition metal catalytic properties depend on the adsorption/absorption properties of the metal and the variable oxidation states.,,Las propiedades catalíticas de los metales de transición dependen de las propiedades de adsorción/desorción del metal y los estados de oxidación variables.
A.3.U4,A (core),A.3,Understandings,core,,Zeolites act as selective catalysts because of their cage structure.,,Las zeolitas actúan como catalizadores selectivos debido a su estructura de cesta.
A.3.U5,A (core),A.3,Understandings,core,,Catalytic particles are nearly always nanoparticles that have large surface areas per unit mass.,,Las partículas catalíticas son casi siempre nanopartículas que tienen gran área superficial por unidad de masa.
A.3.AS1,A (core),A.3,Applications and skills,core,,Explanation of factors involved in choosing a catalyst for a process.,,Explicación de los factores implicados en la elección de un catalizador para un proceso.
A.3.AS2,A (core),A.3,Applications and skills,core,,Description of how metals work as heterogeneous catalysts.,,Descripción del funcionamiento de los metales como catalizadores heterogéneos.
A.3.AS3,A (core),A.3,Applications and skills,core,,Description of the benefits of nanocatalysts in industry.,,Descripción de los beneficios de la nanocatálisis en la industria.
A.3.G1,A (core),A.3,Guidance,core,,"Consider catalytic properties such as selectivity for only the desired product, efficiency, ability to work in mild/severe conditions, environmental impact and impurities.",,"Considerar propiedades catalíticas tales como la selectividad para obtener solamente el producto deseado, eficacia, habilidad de trabajar en condiciones moderadas/severas, impacto ambiental e impurezas."
A.3.G2,A (core),A.3,Guidance,core,,The use of carbon nanocatalysts should be covered.,,Se debe tratar el uso de nanocatalizadores de carbono.
A.3.IM1,A (core),A.3,International-mindedness,core,,"Palladium, platinum and rhodium are common catalysts that are used in catalytic converters. Because of the value of these metals, catalytic converter thefts are on the rise.",,"El paladio, el platino y el rodio son catalizadores comunes que se usan en convertidores catalíticos. Debido al valor de dichos metales, el número de robos de convertidores catalíticos está en aumento."
A.3.ToK1,A (core),A.3,Theory of Knowledge,core,,Some materials used as effective catalysts are toxic and harmful to the environment. Is environmental degradation justified in the pursuit of knowledge?,,Algunos materiales usados como catalizadores efectivos son tóxicos y nocivos para el ambiente. ¿La degradación ambiental está justificada en la búsqueda del conocimiento?
A.3.Aims1,A (core),A.3,Aims,core,,"Aim 1, aim 3: Investigate various catalysts for both the benefits and risks.",,Objetivos 1 y 3: Investigar riesgos y beneficios de varios catalizadores.
A.3.Aims2,A (core),A.3,Aims,core,,Aim 6: Experiments could include investigating the decomposition of potassium sodium tartrate with cobalt chloride and the decomposition of hydrogen peroxide with manganese (IV) oxide.,,Objetivo 6: Los experimentos podrían incluir la descomposición de tartrato de sodio y potasio con cloruro de cobalto y la descomposición de peróxido de sodio con óxido de manganeso (IV).
A.3.Aims3,A (core),A.3,Aims,core,,Aim 6: An ion exchange using zeolite could be explored.,,Objetivo 6: Se podría explorar un intercambio iónico usando zeolita.
A.3.Aims4,A (core),A.3,Aims,core,,Aim 7: Virtual experiments and simulations involving nanoparticles as catalysts could be done here.,,Objetivo 7: Se podrían realizar experimentos virtuales y simulaciones que impliquen nanopartículas como catalizadores.
A.4.NoS,A (core),A.4,Nature of Science,core,,Serendipity and scientific discoveries—Friedrich Reinitzer accidently discovered flowing liquid crystals in 1888 while experimenting on cholesterol. (1.4),,La casualidad y los descubrimientos científicos: Friedrich Reinitzer descubrió accidentalmente los cristales líquidos en 1888 mientras experimentaba con el benzoato de colesterilo. (1.4)
A.4.U1,A (core),A.4,Understandings,core,,"Liquid crystals are fluids that have physical properties (electrical, optical and elasticity) that are dependent on molecular orientation to some fixed axis in the material.",,"Los cristales líquidos son fluidos cuyas propiedades físicas (eléctricas, ópticas y elasticidad) dependen de la orientación molecular respecto de algunos ejes fijos del material."
A.4.U2,A (core),A.4,Understandings,core,,Thermotropic liquid-crystal materials are pure substances that show liquid- crystal behaviour over a temperature range.,,Los cristales líquidos termotrópicos son sustancias puras que presentan comportamiento de cristal líquido dentro de un determinado rango de temperatura.
A.4.U3,A (core),A.4,Understandings,core,,Lyotropic liquid crystals are solutions that show the liquid-crystal state over a (certain) range of concentrations.,,Los cristales líquidos liotrópicos son disoluciones que presentan estado de cristal líquido dentro de un (cierto) rango de concentraciones.
A.4.U4,A (core),A.4,Understandings,core,,Nematic liquid crystal phase is characterized by rod shaped molecules which are randomly distributed but on average align in the same direction.,,"La fase nemática de un cristal líquido se caracteriza por tener moléculas con forma de varilla distribuidas aleatoriamente, pero en promedio alineadas en la misma dirección."
A.4.AS1,A (core),A.4,Applications and skills,core,,Discussion of the properties needed for a substance to be used in liquid-crystal displays (LCD).,,Discusión de las propiedades necesarias para que una sustancia se pueda usar en pantallas de cristal líquido (LCD).
A.4.AS2,A (core),A.4,Applications and skills,core,,Explanation of liquid-crystal behaviour on a molecular level.,,Explicación del comportamiento del cristal líquido a nivel molecular.
A.4.G1,A (core),A.4,Guidance,core,,"Properties needed for liquid crystals include: chemically stable, a phase which is stable over a suitable temperature range, polar so they can change orientation when an electric field is applied, and rapid switching speed.",,"Las propiedades necesarias de un cristal líquido son: ser químicamente estable, tener una fase estable dentro de un rango de temperatura adecuado, ser polar para poder cambiar la orientación cuando se les aplique un campo eléctrico y tener alta velocidad de intercambio."
A.4.G2,A (core),A.4,Guidance,core,,Soap and water is an example of lyotropic liquid crystals and the biphenyl nitriles are examples of thermotropic liquid crystals.,,La combinación de jabón y agua es un ejemplo de cristal líquido liotrópico y los bifenilnitrilos son ejemplos de cristales líquidos termotrópicos.
A.4.G3,A (core),A.4,Guidance,core,,Liquid crystal behaviour should be limited to the biphenyl nitriles.,,El comportamiento de los cristales líquidos se debe limitar a los bifenilnitrilos.
A.4.G4,A (core),A.4,Guidance,core,,Smectics and other liquid crystals types need not be discussed.,,No se tratarán los cristales líquidos esmécticos y otros tipos.
A.4.IM1,A (core),A.4,International-mindedness,core,,The production of many electronic goods is concentrated in areas of the world where the working conditions may not be ideal. Should there be internationally set labour standards for all workers? What implications would this have on the cost of consumer goods?,,La fabricación de muchos productos electrónicos se concentra en áreas del mundo en las que las condiciones de trabajo no son las ideales. ¿Debería haber normas internacionales estándar de trabajo para todos los trabajadores? ¿Qué implicaciones tendría este hecho en el costo de los productos al consumidor?
